Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
17/03/2020 16:19:42,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2016,UP,"Iniciação científica, Monitoria, Projeto de extensão",,2020,,1,CAPES,2,3,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,193,110,28/07/1987,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,4,Outro Estado,B (carro),Carro/moto próprio,40,1,Cachorro,"Piano, Outro","Facebook, Instagram",59,A se chama Bouba e B se chama Kiki.
17/03/2020 16:51:25,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Exatas,2008,UNIVILLE,Projeto de extensão,,,,0,Não,1,2,Sim,"Minitab, Excel, Matlab",Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,89,26/07/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,4,Outro Estado,A e B (moto e carro),Carro/moto próprio,150,10,"Cachorro, Pássaro",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",42,B se chama Bouba e A se chama Kiki.
17/03/2020 17:30:36,UEPG,,Doutorado,Ciências Biológicas,2012,UMSA BOLIVIA ,"Monitoria, Projeto de extensão",2018,2020,UEPG ,0,CAPES,1,8,Sim,SPSS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site UEPG ,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,154,52,10/09/1990,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",4,Outro País,Não,A pé,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Google+, Instagram",50,B se chama Bouba e A se chama Kiki.
17/03/2020 17:50:14,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2006,UFPR,,,,,0,Não,0,0,Sim,Excel,Não sei ainda,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,174,80,15/12/1978,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,4,Região metropolitana,A e B (moto e carro),Carro/moto próprio,20,10,Não possuo,Violão,Nenhuma,55,A se chama Bouba e B se chama Kiki.
17/03/2020 19:04:22,UNIOESTE,,Mestrado Acadêmico,Ciências Humanas,2018,UNIOESTE,"Iniciação científica, Monitoria, Projeto de extensão",,,,1,Não,1,1,Sim,XLSTAT;PRISMA;,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos Diretores/professores do colegiado do programa,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Masculino,170,64,18/09/1990,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,4,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,1,Cachorro,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano",Facebook,45,B se chama Bouba e A se chama Kiki.
17/03/2020 19:10:43,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2023,Ufpr,"Iniciação científica, Monitoria",2015,2017,UFPR,1,CAPES,0,9,Não,,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,162,78,17/08/1984,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,B (carro),Transporte público,20,2,Cachorro,Teclado,"Facebook, Instagram, Linkedin",40,B se chama Bouba e A se chama Kiki.
17/03/2020 20:05:55,UNILA,,Mestrado Acadêmico,Ciências Exatas,2019,UNICENTRO,"Iniciação científica, PET, Projeto de extensão",,,,2,Não,1,0,Sim,"R, Statistica, Excel",Não sei ainda,9,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,184,76,09/10/1995,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Carona com amigos,20,3,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",55,B se chama Bouba e A se chama Kiki.
17/03/2020 21:08:25,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2007,UTFPR,Iniciação científica,2008,2010,UFPR,2,Não,0,0,Sim,SAS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,65,13/01/1986,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Outro Estado,B (carro),Carro/moto próprio,180,3,Não possuo,Não toco nenhum instrumento,Instagram,50,B se chama Bouba e A se chama Kiki.
17/03/2020 23:04:13,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2015,UNIBRASIL,Monitoria,2017,2019,UFPR,1,Não,1,9,Sim,"SPSS, Excel",Certamente sim,10,Conseguir uma melhor colocação no mercado de trabalho e continuar minhas pesquisas,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,70,14/11/1982,Não trabalho no momento e ainda não consegui bolsa,Sozinho,2,Curitiba,A e B (moto e carro),Transporte público,40,0,Peixe,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",47,B se chama Bouba e A se chama Kiki.
18/03/2020 00:38:43,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,2015,UNICENTRO,"Iniciação científica, Projeto de extensão",,,,0,Não,1,0,Não,,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,169,70,04/12/1993,Sem bolsa,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Transporte público,30,5,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Outras",41,B se chama Bouba e A se chama Kiki.
18/03/2020 08:54:19,UNIOESTE,,Doutorado,Ciências Exatas,2014,Unioeste,"Iniciação científica, Monitoria, Projeto de extensão",2015,2017,Unioeste,6,CAPES,2,5,Sim,"R, Minitab, Statistica, Excel, ActionStat",Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,186,64,13/11/1992,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,A e B (moto e carro),A pé,10,0,"Cachorro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",54,B se chama Bouba e A se chama Kiki.
18/03/2020 09:33:20,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Monitoria",,,,0,Não,1,0,Não,,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,159,57,10/06/1997,Desempregada,Com os pais,0,Interior do Paraná,B (carro),Carro/moto próprio,30,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",42,B se chama Bouba e A se chama Kiki.
18/03/2020 12:46:28,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Biológicas,2018,UEAP,,,2021,,0,Não,1,0,Não,,Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,181,108,20/08/1993,Desempregado,Com os pais,1,Outro Estado,B (carro),A pé,10,0,Não possuo,Outro,"Facebook, Twitter, Google+, Instagram",50,B se chama Bouba e A se chama Kiki.
18/03/2020 13:04:57,UNIOESTE,CH - Humanas,Doutorado,Ciências Humanas,1991,UNISINOS,Projeto de extensão,2013,2015,UNIOESTE,07,Não,02,0,Sim,"Excel, qGIS",Certamente sim,10,Novas pesquisas,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,136,38,11/04/1965,Servidora pública Municipal,Com outros familiares,01,Outro Estado,B (carro),Carro/moto próprio,06,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+",41,B se chama Bouba e A se chama Kiki.
18/03/2020 13:14:13,UNICENTRO,,Doutorado,Ciências Biológicas,2015,CUCR,Iniciação científica,2016,2018,UNICENTRO,1,Não,1,10,Sim,SPSS,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Feminino,162,72,24/04/1992,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,Não,Carona com amigos,15,12,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",42,A se chama Bouba e B se chama Kiki.
18/03/2020 13:43:32,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Exatas,2017,FATEC,Iniciação científica,,,,2,Não,1,0,Sim,"R, Excel, Matlab",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,SIGA,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,178,110,29/08/1991,Aguardando bolsa,Com os pais,1,Outro Estado,B (carro),Ônibus interestadual,960,0,Não possuo,Violão,"Facebook, Instagram, Linkedin",42,B se chama Bouba e A se chama Kiki.
18/03/2020 13:58:24,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2016,UP,"Iniciação científica, Monitoria",,,,04,CAPES,01,08,Sim,"SPSS, Excel",Não sei ainda,8,concurso para professor universitário,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,60,15/06/1986,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,02,Curitiba,B (carro),Carro/moto próprio,20,02,Cachorro,Não toco nenhum instrumento,Facebook,38,A se chama Bouba e B se chama Kiki.
18/03/2020 16:28:25,UNICENTRO,,Mestrado Acadêmico,Ciências Biológicas,2019,UNICENTRO,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CAPES,2,0,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Sim,Totalmente em escola pública,Ensino médio tradicional,Feminino,176,90,08/02/1998,Bolsista em tempo integral,Com os pais,2,Interior do Paraná,B (carro),Carro/moto próprio,25,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",53,B se chama Bouba e A se chama Kiki.
19/03/2020 05:41:32,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2005,UEL,"Monitoria, Projeto de extensão",2007,2009,UFPR,5,Não,1,10,Sim,"R, SAS, Statistica, SPSS, Excel",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,182,80,10/06/1984,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Outro Estado,B (carro),Carro/moto próprio,25,5,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",40,B se chama Bouba e A se chama Kiki.
19/03/2020 13:23:37,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Humanas,2011,Ufpr,"Monitoria, Projeto de extensão",,,,2,Não,1,1,Sim,Excel,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,159,74,25/11/1977,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,7,Região metropolitana,B (carro),Transporte público,45,2,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",43,A se chama Bouba e B se chama Kiki.
20/03/2020 10:41:40,UNIOESTE,,Doutorado,Ciências Biológicas,2012,uniamerica,,2013,2015,unioeste,0,Não,1,2,Sim,"R, Statistica",Certamente sim,10,Conseguir um emprego.,Por colegas,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,89,24/05/1982,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,A e B (moto e carro),A pé,15,0,Outro,Não toco nenhum instrumento,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
20/03/2020 11:15:05,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2011,Unibrasil,"Iniciação científica, Monitoria",2014,2016,Bioquimica,2,CAPES,1,2,Sim,"R, SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,153,79,10/11/1986,Bolsista em tempo integral,Com os pais,2,Curitiba,Não,Carona com amigos,20,7,Cachorro,Não toco nenhum instrumento,Facebook,46,A se chama Bouba e B se chama Kiki.
24/03/2020 19:24:34,UNICENTRO,,Doutorado,Ciências Exatas,2002,UFMT,Monitoria,2017,2018,UNEMAT,06,Não,02,02,Sim,"R, Excel",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,170,75,21/10/1974,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,4,Outro Estado,A e B (moto e carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,Instagram,40,B se chama Bouba e A se chama Kiki.
24/03/2020 19:25:53,UNICENTRO,,Doutorado,Ciências Exatas,2001,UFMT,PET,2004,2006,UFMT,5,Não,2,1,Sim,"Excel, SISVAR",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Magistério,Feminino,158,72,09/12/1977,Prestador de serviço na área florestal,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,B (carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,Instagram,45,B se chama Bouba e A se chama Kiki.
25/03/2020 07:21:21,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2016,FAE,Iniciação científica,2017,2019,UFPR,0,Não,2,9,Sim,"Excel, Matlab",Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,172,62,01/09/1994,Estudante,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,15,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",40,B se chama Bouba e A se chama Kiki.
25/03/2020 17:15:53,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2008,PUCPR ,"Iniciação científica, Monitoria",,,,1,Não,2,0,Não,.,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,74,10/10/1984,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,3,Curitiba,B (carro),Carro/moto próprio,15,2,Cachorro,Outro,"Facebook, Twitter, Instagram, Linkedin",57,B se chama Bouba e A se chama Kiki.
27/03/2020 05:21:07,UFPR,AG - Agrárias,Doutorado,Ciências Exatas,2024,UFT,"Iniciação científica, Monitoria",2018,2020,UFT,3,Não,2,4,Sim,"R, Assistat",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,157,51,15/10/1992,Desempregada/Sem bolsa de estudos,Com os pais,1,Outro Estado,A e B (moto e carro),Transporte público,23,0,Cachorro,Violão,"Facebook, Instagram",42,B se chama Bouba e A se chama Kiki.
27/03/2020 14:24:07,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,,,5,CAPES,1,0,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,60,17/02/1993,Bolsista em tempo integral,Com os pais,0,Curitiba,B (carro),Carro/moto próprio,20,2,"Cachorro, Pássaro","Violão, Outro","Facebook, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
27/03/2020 16:38:09,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UTFPR,Projeto de extensão,,,,0,Não,1,94,Não,Excel,Não sei ainda,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,174,65,02/12/1991,Trabalho ocasional,Com os pais,4,Curitiba,A e B (moto e carro),Serviço fretado de van/ônibus,90,0,Gato,Não toco nenhum instrumento,"Instagram, Linkedin",40,B se chama Bouba e A se chama Kiki.
28/03/2020 20:12:22,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2013,UFSC,"Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,4,Não,,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,54,25/05/1989,Bolsista em tempo integral,Sozinho,0,Outro Estado,B (carro),A pé,15,4,Cachorro,Violão,"Facebook, Google+, Instagram",45,B se chama Bouba e A se chama Kiki.
28/03/2020 20:17:08,UEPG,,Doutorado,Ciências Biológicas,2018,UP,"Iniciação científica, Monitoria",2018,2020,UEPG,2,CAPES,0,1,Não,Excel,Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,79,22/08/1996,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Curitiba,B (carro),Carro/moto próprio,5,12,Cachorro,"Violão, Guitarra, Contrabaixo","Facebook, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
30/03/2020 18:50:03,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2018,UNESP,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,8,Paraná Mais Orgânico,2,0,Sim,SISVAR,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,89,03/10/1993,Bolsista em tempo integral,Sozinho,2,Outro Estado,A e B (moto e carro),Transporte público,60,3,Cachorro,Violão,Instagram,45,A se chama Bouba e B se chama Kiki.
08/04/2020 10:27:04,UNICENTRO,,Doutorado,Ciências Exatas,2015,Unicentro,"Iniciação científica, Monitoria",2016,2018,unicentro,2,CAPES,4,4,Sim,"Statistica, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Secretaria da pós,Não,Remota,Não,Sim,Totalmente em escola pública,Ensino médio tradicional,Masculino,177,65,04/08/1993,Bolsista em tempo integral,Com amigos,0,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",36,B se chama Bouba e A se chama Kiki.
11/04/2020 13:42:39,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2012,UNICENTRO,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,UFPR,0,Não,2,1,Sim,"R, Excel, Matlab",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,160,73,28/02/1990,Trabalho ocasional,Sozinho,1,Interior do Paraná,B (carro),Táxi/Aplicativo,15,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",42,A se chama Bouba e B se chama Kiki.
12/04/2020 22:58:59,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Monitoria",,,,0,CNPQ,1,0,Sim,"Excel, GraphPrima",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,UEPG,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,176,85,28/06/1997,Bolsista em tempo integral,Sozinho,5,Interior do Paraná,B (carro),A pé,20,15,Cachorro,Outro,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
15/04/2020 16:51:37,UNILA,,Doutorado,Ciências Exatas,1998,UFRGS,Iniciação científica,2016,2018,UNIOESTE,1,CAPES,1,8,Sim,"Excel, Matlab, Pacotes e bibliotecas da plataforma ANACONDA da linguagem Python",Certamente sim,8,"Seguir com as pesquisas e avaliar se serei pesquisador, professor ou empreendedor.",Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,65,06/01/1973,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,B (carro),Carro/moto próprio,25,4,Cachorro,Piano,"Twitter, Linkedin",45,B se chama Bouba e A se chama Kiki.
21/04/2020 20:35:45,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2014,FACTO,"Iniciação científica, Monitoria, Projeto de extensão",,,,2,Não,2,0,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,178,105,11/05/1983,Trabalho ocasional,Sozinho,2,Outro Estado,Superior à B,A pé,30,1,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",47,A se chama Bouba e B se chama Kiki.
22/04/2020 16:45:13,UEM,,Doutorado,Ciências Exatas,2018,UTFPR,Projeto de extensão,2018,2020,UEM,0,Não,2,4,Sim,"Statistica, Excel, Matlab",Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,156,56,26/05/1994,Trabalho ocasional,"Pensão, quarto alugado ou algo similar",3,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,5,3,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
29/04/2020 13:24:21,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2013,ufpr,"Iniciação científica, Monitoria, Projeto de extensão",2017,2019,UFPR,2,Não,0,10,Sim,SPSS,Não sei ainda,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,80,29/09/1987,autônomo,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,0,Não possuo,Violão,"Facebook, Linkedin",42,B se chama Bouba e A se chama Kiki.
05/05/2020 16:42:02,UNIOESTE,,Doutorado,Ciências Exatas,1994, Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),"Monitoria, Projeto de extensão",2014,2016,Universidade Federal do Tocantins - UFT,4,Não,1,1,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,82,05/11/1963,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",9,Outro Estado,B (carro),A pé,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",43,B se chama Bouba e A se chama Kiki.
05/05/2020 18:49:16,UNIOESTE,,Doutorado,Ciências Exatas,1994,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),"Monitoria, Projeto de extensão",2014,2016,Universidade Federal do Tocantins - UFT,1,Não,1,1,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,82,05/11/1963,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",9,Outro País,B (carro),A pé,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",43,B se chama Bouba e A se chama Kiki.
